text,label,lang
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
வகுப்பு நேரம் காலை 10 முதல் 11 வரை.,0,ta
PayKart: ಭದ್ರತಾ ಪರಿಶೀಲನೆಗಾಗಿ ಫೋನ್ ಪರಿಶೀಲಿಸಿ—ಈಗಲೇ [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
दस्तावेज़ प्रिंटर पर रख दिए हैं।,0,hi
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
27-11-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
UniPay KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
బహుమతి గెలిచారు! పొందడానికి [లింక్] ఓపెన్ చేసి వివరాలు ఇవ్వండి.,1,te
02-07-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
ನಾಳೆ ರಜೆ; ಕಚೇರಿ ಸೋಮವಾರದಿಂದ ತೆರೆಯುತ್ತದೆ.,0,kn
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
24-06-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
SIM ಸ್ವಾಪ್ ಪ್ರಯತ್ನ ಪತ್ತೆ; ಸಂಖ್ಯೆಯನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸಲು [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
MobileCare: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
ShopNow ವಾಲೆಟ್‌ನಲ್ಲಿ ₹1299 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
ಕ್ರಿಕೆಟ್ ಪಂದ್ಯ ಸಂಜೆ ಆರಂಭ; ಸಮಯಕ್ಕೆ ಬನ್ನಿ.,0,kn
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
ShopNow వాలెట్ లో ₹799 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
BankSecure: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
வகுப்பு நேரம் காலை 10 முதல் 11 வரை.,0,ta
"பேக்கேஜ் இன்று வரும், டெலிவரி ஏஜென்ட் அழைப்பார்.",0,ta
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
ಡಿಲಿವರಿ ಸ್ಥಗಿತ; ವಿಳಾಸ ದೃಢೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ತೆರೆಯಿರಿ.,1,kn
15-02-2025 ರಂದು ಕಾರ್ಡ್ ಬಳಕೆ ಪತ್ತೆ; ನಿಮ್ಮದು ಅಲ್ಲದಿದ್ದರೆ [ಕೊಂಡಿ] ನಲ್ಲಿ ವರದಿ ಮಾಡಿ.,1,kn
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
14-10-2025 को कार्ड उपयोग दिखा; यदि आपने नहीं किया तो [लिंक] पर रिपोर्ट करें।,1,hi
డాక్యుమెంట్లు ప్రింటర్ పై ఉంచాను.,0,te
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
TeleServe KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
SIM ಸ್ವಾಪ್ ಪ್ರಯತ್ನ ಪತ್ತೆ; ಸಂಖ್ಯೆಯನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸಲು [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
MobileCare ಸಹಾಯವಾಣಿ: ಪಾಸ್‌ವರ್ಡ್ ಮರುಹೊಂದಿಸಲು ಕೋಡ್ 499841 ನಮೂದಿಸಿ.,1,kn
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
TeleServe సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 596144 నమోదు చేయండి.,1,te
ShopNow వాలెట్ లో ₹499 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
పుట్టినరోజు శుభాకాంక్షలు!,0,te
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
PayKart से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
आपका खाता अस्थायी रूप से निलंबित है; तुरंत सत्यापन हेतु [लिंक] खोलें।,1,hi
நாளை விடுமுறை; அலுவலகம் திங்கட்கிழமை திறக்கும்.,0,ta
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
आपका खाता अस्थायी रूप से निलंबित है; तुरंत सत्यापन हेतु [लिंक] खोलें।,1,hi
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
ನಾಳೆಯ ಪ್ರೆಸೆಂಟೇಶನ್ ಅಂತಿಮ ಸ್ಲೈಡ್ ಪರಿಶೀಲಿಸಿ.,0,kn
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
ShopNow వాలెట్ లో ₹1999 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
04-10-2025 को कार्ड उपयोग दिखा; यदि आपने नहीं किया तो [लिंक] पर रिपोर्ट करें।,1,hi
UniPay से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
ಇಂದು ಸಂಜೆ 4ಕ್ಕೆ ಸಭೆ ಕಾಂಫರೆನ್ಸ್ ರೂಮ್ ನಲ್ಲಿ ಇದೆ.,0,kn
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
ShopNow वॉलेट में ₹1299 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
சந்தேகமான உள்நுழைவு; 10 நிமிடத்தில் உறுதிப்படுத்தாவிட்டால் கணக்கு முடக்கப்படும்.,1,ta
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
बैठक आज शाम 4 बजे कॉन्फ्रेंस रूम में है।,0,hi
ಇಂದು ಸಂಜೆ 4ಕ್ಕೆ ಸಭೆ ಕಾಂಫರೆನ್ಸ್ ರೂಮ್ ನಲ್ಲಿ ಇದೆ.,0,kn
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
UniPay: பாதுகாப்பு சரிபார்ப்புக்கு ஃபோன் வெரிபை செய்யவும்—இப்போது [இணைப்பு] பாருங்கள்.,1,ta
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
22-04-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
PayKart वॉलेट में ₹3999 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
రిఫండ్ పొందడానికి OTP వెంటనే పంపండి; ఆలస్యం అయితే అభ్యర్థన రద్దు.,1,te
TeleServe సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 742108 నమోదు చేయండి.,1,te
UniPay वॉलेट में ₹2999 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
दस्तावेज़ प्रिंटर पर रख दिए हैं।,0,hi
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
अनधिकृत लेनदेन रोके गए; पुष्टि के लिए OTP भेजें।,1,hi
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
ಡಿಲಿವರಿ ಸ್ಥಗಿತ; ವಿಳಾಸ ದೃಢೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ತೆರೆಯಿರಿ.,1,kn
BankSecure సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 391622 నమోదు చేయండి.,1,te
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
लंच के बाद टीम फोटो लिया जाएगा।,0,hi
வானிலை சீராக உள்ளது; பயண திட்டம் மாற்றமில்லை.,0,ta
"பேக்கேஜ் இன்று வரும், டெலிவரி ஏஜென்ட் அழைப்பார்.",0,ta
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
ಇನಾಮ ಗೆದ್ದಿದ್ದೀರಿ! ಪಡೆಯಲು [ಕೊಂಡಿ] ತೆರೆಯಿರಿ ಮತ್ತು ವಿವರ ಭರ್ತಿ ಮಾಡಿ.,1,kn
పుట్టినరోజు శుభాకాంక్షలు!,0,te
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
PayKart KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
UniPay वॉलेट में ₹1299 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
சந்தேகமான உள்நுழைவு; 10 நிமிடத்தில் உறுதிப்படுத்தாவிட்டால் கணக்கு முடக்கப்படும்.,1,ta
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
உங்கள் கணக்கு தற்காலிகமாக முடக்கப்பட்டுள்ளது; சரிபார்க்க உடனே [இணைப்பு] திறக்கவும்.,1,ta
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
సందేహాస్పద లాగిన్ గుర్తించాం; 10 నిమిషాల్లో నిర్ధారించకపోతే ఖాతా బ్లాక్ అవుతుంది.,1,te
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
MobileCare: பாதுகாப்பு சரிபார்ப்புக்கு ஃபோன் வெரிபை செய்யவும்—இப்போது [இணைப்பு] பாருங்கள்.,1,ta
ಕ್ರಿಕೆಟ್ ಪಂದ್ಯ ಸಂಜೆ ಆರಂಭ; ಸಮಯಕ್ಕೆ ಬನ್ನಿ.,0,kn
ರಿಫಂಡ್ ಪಡೆಯಲು ಕೂಡಲೇ OTP ಹಂಚಿ; ವಿಳಂಬವಾದರೆ ವಿನಂತಿ ರದ್ದು.,1,kn
PayKart ವಾಲೆಟ್‌ನಲ್ಲಿ ₹499 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
UniPay: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
24-11-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
18-07-2025 ರಂದು ಕಾರ್ಡ್ ಬಳಕೆ ಪತ್ತೆ; ನಿಮ್ಮದು ಅಲ್ಲದಿದ್ದರೆ [ಕೊಂಡಿ] ನಲ್ಲಿ ವರದಿ ಮಾಡಿ.,1,kn
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
eTax KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
PayKart KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
ಕ್ರಿಕೆಟ್ ಪಂದ್ಯ ಸಂಜೆ ಆರಂಭ; ಸಮಯಕ್ಕೆ ಬನ್ನಿ.,0,kn
"कल छुट्टी है, ऑफिस सोमवार से खुलेगा।",0,hi
ನಿಮ್ಮ ಖಾತೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಸ್ಥಗಿತಗೊಂಡಿದೆ; ಪರಿಶೀಲನೆಗೆ ತಕ್ಷಣ [ಕೊಂಡಿ] ಒತ್ತಿ.,1,kn
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
लंच के बाद टीम फोटो लिया जाएगा।,0,hi
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
लंच के बाद टीम फोटो लिया जाएगा।,0,hi
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
బహుమతి గెలిచారు! పొందడానికి [లింక్] ఓపెన్ చేసి వివరాలు ఇవ్వండి.,1,te
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
MobileCare KYC అసంపూర్తి; నవీకరణకు [లింక్] సందర్శించండి.,1,te
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
जन्मदिन की शुभकामनाएँ!,0,hi
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
PayKart वॉलेट में ₹2499 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
ಇನಾಮ ಗೆದ್ದಿದ್ದೀರಿ! ಪಡೆಯಲು [ಕೊಂಡಿ] ತೆರೆಯಿರಿ ಮತ್ತು ವಿವರ ಭರ್ತಿ ಮಾಡಿ.,1,kn
உங்கள் கணக்கு தற்காலிகமாக முடக்கப்பட்டுள்ளது; சரிபார்க்க உடனே [இணைப்பு] திறக்கவும்.,1,ta
"पैकेज आज पहुँचेगा, डिलीवरी एजेंट कॉल करेगा।",0,hi
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
రిఫండ్ పొందడానికి OTP వెంటనే పంపండి; ఆలస్యం అయితే అభ్యర్థన రద్దు.,1,te
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
PayKart ವಾಲೆಟ್‌ನಲ್ಲಿ ₹2499 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
TeleServe KYC అసంపూర్తి; నవీకరణకు [లింక్] సందర్శించండి.,1,te
जन्मदिन की शुभकामनाएँ!,0,hi
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
ಡಿಲಿವರಿ ಸ್ಥಗಿತ; ವಿಳಾಸ ದೃಢೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ತೆರೆಯಿರಿ.,1,kn
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
ನಿಮ್ಮ ಖಾತೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಸ್ಥಗಿತಗೊಂಡಿದೆ; ಪರಿಶೀಲನೆಗೆ ತಕ್ಷಣ [ಕೊಂಡಿ] ಒತ್ತಿ.,1,kn
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
"पैकेज आज पहुँचेगा, डिलीवरी एजेंट कॉल करेगा।",0,hi
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
SIM ஸ்வாப் முயற்சி கண்டறியப்பட்டது; எண்ணை பாதுகாக்க [இணைப்பு] பாருங்கள்.,1,ta
"ரிப்போர்ட்டை மின்னஞ்சலில் அனுப்பியுள்ளேன், பெற்றதா சொல்லுங்கள்.",0,ta
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
சந்தேகமான உள்நுழைவு; 10 நிமிடத்தில் உறுதிப்படுத்தாவிட்டால் கணக்கு முடக்கப்படும்.,1,ta
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
संदिग्ध लॉगिन मिला; 10 मिनट में पुष्टि न करने पर खाता बंद हो जाएगा।,1,hi
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
TeleServe உதவி மையம்: கடவுச்சொல் மீட்டமைக்க குறியீடு 260017 உள்ளிடவும்.,1,ta
"ரிப்போர்ட்டை மின்னஞ்சலில் அனுப்பியுள்ளேன், பெற்றதா சொல்லுங்கள்.",0,ta
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
ShopNow KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
